ocena,ime,alkohol,kategorija,cena,opis,ocenjevalec,cas_ocene 
85,Lost Spirits Abomination The Crying of the Puma,54.0,Miscellaneous,50,"An aggressive punch of peat—creosote, tar, rubber, and seaweed—mingles with wood spice, butterscotch, vanilla pudding, and red apple on the nose. The palate shows charred meat, charred wood, earthy smoke, crème brûlée, and red apple flavors. The short, ashy finish satisfies with dark chocolate and black pepper. At such a high proof, it takes water well and develops in the glass.



<em>This whisky has been matured using alternative aging technology.</em>

Actual Time in Barrel: 18 months;

Processing: Multiple peated malt distillates are aged in Scotland, then blended, exported, and put through Lost Spirits’ reactor with pieces of toasted oak treated with Riesling wine.",Susannah Skiver Barton,Spring 2018
85,Thomas H. Handy Sazerac Straight Rye (Buffalo Trace Antique Collection 2017),,Rye Whiskey,90,"Initially, an unwanted mustiness is present, but it quickly turns into a damp cellar note, followed by dill, eucalyptus, fresh oak, and mint. Hints of smoke emerge over pecan shell and chewing tobacco. Then a cherry cough syrup note appears, with baking spices gaining steam, but the whiskey never truly finds a desired dominant note or balance. The finish gives it hope: it lingers with a hint of brown sugar.",Fred Minnick,Winter 2017
85,Woody Creek Straight Rye,45.0,Craft Whiskey,45,"An enjoyable 2 year old from Colorado, the sweet stone fruit nose, laced with mint and herb garden, betrays this spirit as a bit young and primary. Still a touch hot and lacking some intensity, but pleasing clover honey sweetness on the palate and long, warming spice with a cocoa finish bode very well for the future.",Jeffery Lindenmuth,Winter 2017
85,Fukano 12 year old Single Cask No. 273,,Japanese,100,"Aromas of grapefruit, orange peel, and burnt sugar crackling atop crème brûlée, with ground almond and tarragon. The texture is mouth drawing and astringent, like it’s warping the dimensions of your mouth for its own ends. Dark chocolate and bitter plum transition into cocoa powder and plum pudding with traces of oak. Persistent heat, with herbal notes and chili spice on the finish. Leave the water aside. (456 bottles)",Jonny McCormick,Winter 2017
85,St. George Baller Single Malt,47.0,Craft Whiskey,65,"Hugely floral and perfumed on the nose, with rose petals, violet candies, and dried orange peel. This is the Gewürztraminer of American single malts—sweet lychee, laced with sachet aromas that explode as if opening Grandma’s dresser drawer. The palate is more tropical; dried pineapple, canned peach syrup, and spice. This could be polarizing, but it’s utterly captivating and worth a try.",Jeffery Lindenmuth,Fall 2017
85,That Boutique-y Whisky Company 30 year old (distilled at Macallan),,Single Malt Scotch,604,"Ebony colored whisky with dark aromas of dense fruitcake, fresh fig, Medjool dates, sultana, and Christmas spices of nutmeg, clove, and cinnamon, though a struck-match note lurks within. The treacle-thick palate has Coca-Cola, clove, aniseed, eucalyptus, sultanas, leather, blackcurrant, black cherry, dried fig, and raisin. The currant-bun finish is tannic and woody; tastebuds flinch and recoil. This is a grizzled old-timer best left to adventurous souls.",Jonny McCormick,Fall 2017
85,That Boutique-y Whisky Company (distilled at Cambus) 24 year old,,Grain Scotch Whisky,62,"Nearly a quarter of a century since Cambus Distillery closed, select casks are still being bottled by the independents. Grapefruit peel, fruit teas, lemon zest, mixed spice, cardamom, and wild garlic make for an intriguing nose. A sweet taste of sugared almonds, lemon bonbons, strands of candied peel, bananas, and vanilla, before the spices stomp all over the sweetness. Hot, dry, spicy finish with just a lick of butterscotch.",Jonny McCormick,Fall 2017
85,Stalk & Barrel Corn,50.0,Canadian,36,"This 5 year old corn whisky is blended with mature rye and single malt, creating a soft and creamy dram with flickers of grain dust and smatterings of spice. Pleasantly hot with sweet spices and fruit market aromas. Very pleasant esters, hints of acetone and pepper, it fades into corn syrup and traces of cinnamon. More woodiness would raise the score. (<em>Distillery-only bottling or by mail order in Ontario</em>) Canada’s Sesquicentennial Celebratory Release. C$45",Davin de Kergommeaux,Fall 2017
85,Westland American Oak Single Malt,46.0,Craft Whiskey,70,"Floral and spice, including orange blossom and clove, this pours berry fruit on the palate before the chocolate malt balls set in. Seamless, nicely done, and certainly moreish, as the clean, drying finish gives way to biscuit, brioche, and <em>pain au chocolat.</em>",Jeffery Lindenmuth,Fall 2017
85,Mars Iwai Tradition,40.0,Japanese,55,"Prunes, barbecue seasonings, and hoisin sauce, sweetened by rich caramel; soak up the heady aromatics. Gloopy texture on the palate explodes into life with burnt orange, dried mango, and banoffee pie, spiraling down to black licorice, burnt oak, and Brazil nut. The name acknowledges Kiichiro Iwai’s role in ushering in whisky making for Hombo Shuzo in the 1960s, drawing on the notes diligently recorded by Masataka Taketsuru in Scotland.",Jonny McCormick,Fall 2017
85,Brothership Irish-American Whiskey 10 year old,45.0,Multinational Whisky,50,"Grassy, grainy, and floral on the nose, with hints of citrus, grape soda, and apples. The palate is creamy, fruity, sweet, and light, with creamed corn, milk chocolate, and grassy and floral notes. There’s a hint of spice and a milk chocolate finish. An interesting flavor profile, but the blend of bourbon and Irish single malt whiskey never quite comes together as a cohesive whole.",Susannah Skiver Barton,Fall 2017
85,"Oola Discourse Three Shores Whiskey Black Label French Oak, Cabernet Barrel Finished",47.0,Multinational Whisky,70,"A blend of Highlands scotch, Canadian whisky, and high-rye whiskey from Seattle’s Oola Distillery, with an additional year of aging in cabernet sauvignon barrels. The wine influence is apparent, with plum, cherry, and raspberry on the nose. French vanilla, dusty oak, white chocolate, and stone fruit dominate a creamy and mellow palate. Poached pears, honey, and cornbread flavors bring a little too much sweetness and lack depth.",Adam Polonski,Fall 2017
85,WhistlePig FarmStock Crop 001,43.0,Craft Whiskey,90,"Bright and lively, with violets, plenty of fresh oak, and traces of mint and pine, leading to a palate of butterscotch, bright citrus, warming spice, and sweet vanilla with drying and dusty cocoa. There is a glimmer of youth, expected given that 20% of this blend is their own distillery-made rye, aged less than 2 years. It’s an exciting glimpse of what’s to come, but the younger rye does little to enhance the great stuff they’ve been sourcing.",Jeffery Lindenmuth,Summer 2017
85,Dad’s Hat Pennsylvania Straight Rye,,Craft Whiskey,60,"Very aromatic and pretty, with floral lilac, violet, and rosewater notes that follow through on the palate like a grandmother’s kiss. The perfumed soap and sachet qualities are underscored by oaky contributions of vanilla and crème brûlée. Perhaps not for everyone, but this shows another thoroughly enjoyable side of rye whiskey.",Jeffery Lindenmuth,Summer 2017
85,Sir Edward’s Smoky,40.0,Blended Scotch Whisky,22,"This blend delivers just enough peat turf to live up to the name, without alienating the peat phobics. A pleasant nose of chocolate hazelnut, pecan nut, dried tropical fruits, and gentle wood and peat smoke.  Orange, toffee, banoffee pie, Kola Kubes, and a little spiciness. Plenty of flavor even if the mouthfeel is a little thin. A short finish with a spicy flare and a few lingering smoky embers. (<em>Total Wine exclusive</em>) Price per 1.75 liter",Jonny McCormick,Summer 2017
85,Duncan Taylor 18 year old,40.0,Blended Scotch Whisky,70,"A toasty and spicier interpretation of an 18 year old blend. Toffee, salted pecans, Dundee cake, and sultana aromas. A beautiful, thick texture replete with ripe red fruits, cardamom, fennel, and star anise. Caramels drift past on a river of spice, wreathed in a fine layer of smoke, then oak, mixed nuts, and cracker bread. The fruity sweetness is momentary and fleeting, leaving the front of the mouth loaded with spice.",Jonny McCormick,Summer 2017
85,Duncan Taylor Five Star,40.0,Blended Scotch Whisky,17,"It begins innocently enough. Ripening strawberries, cotton candy, and fudge on the nose, but with an undertow of devil-may-care spiciness. Soft mandarin citrus, vanilla fudge, sponge cupcakes, and a decent wedge of malt form the core of the palate; the spice is disappointingly mild considering the potential of the first sniff. Sweet and syrupy finish. Still, solid enough to make your world better at the end of a hard day.",Jonny McCormick,Summer 2017
85,Buchanan’s Deluxe 12 year old,40.0,Blended Scotch Whisky,30,"Overlook the fact that this bottle is saddled with one of the most impenetrable closures known to mankind. Unperturbed, this blend flaunts its big toffee aromas, whole almond, and floral top notes. With light fudge and gentle orange influences, it is smooth and rounded, top loaded with spice and hazelnut at the front of the mouth. More grain character and roasted spices show through on the finish.",Jonny McCormick,Summer 2017
85,Buchanan’s Master,40.0,Blended Scotch Whisky,45,"This adheres to the rules laid down by blender Keith Law. The nose yields mint toffees, cereal notes, butterscotch, and whole peppercorn. Juicy orange, with elements of burnt orange, dark toffees, and a pleasant balance of sweetness form the palate, followed by a wave of peppery spices and late dashes of dates and sultana. The finish has more peppery spice and peppermint. Obey the Law.",Jonny McCormick,Summer 2017
85,Bond & Lillard,50.0,Bourbon/Tennessee,50,"Delicate and flavorful chocolate, caramel, and dried fruit begin a delightful sipper that really becomes easy drinking, with hints of cola, cherry, and maple syrup. Then it’s the spice, specifically cinnamon and allspice, over a slight bitterness, like grapefruit rind, that suggests complexity awaits. But no, the short finish hurts its next-level consideration. Price is per 375 ml",Fred Minnick,Summer 2017
85,Two Lanterns American Whiskey 4 year old,43.0,Craft Whiskey,120,"An intriguing whiskey, this smells like a flat, warm beer that was so good you still want to drink it the next day. Triple distilled from Samuel Adams Boston Lager, the hop notes are quite identifiable and really work well, imparting citrus, pine, and floral aromas. The palate is medium-bodied, with marshmallow sweetness, stone fruits, guava, and passion fruit, sprinkled with sea salt. Unusual, yet delicate, lively, and almost refreshing.",Jeffery Lindenmuth,Spring 2017
85,Brenne 10 year old 2016 Release,48.0,Single Malt French Whisky,100,"Brenne has a fruity, vinous demeanor unlike anything else on the whisky market, and this year’s bottling deploys a greater use of Cognac barrels. Ripe honeydew melon, poached pear, strands of lemon and mandarin, and warm, creamed rice pudding. Mandarin segments in watermelon juice liberally sprinkled with pepper, then some fudge-like sweetness emerges, barbed with fennel. The French oak spices persist into the finish, heaping on the pepper and licorice.",Jonny McCormick,Spring 2017
85,A.D. Laws Four Grain Straight Bourbon Cask Strength (Barrel #48),57.0,Craft Whiskey,78,"An intense nose offers complexity with minty herbal notes, licorice, fresh-sawn oak, and peppery spice at the forefront, giving way to pithy orange peel on the palate. With a bit of water to subdue the punch, this becomes impressively smooth and fruity, revealing sandalwood aromas and offering a lovely, long finish of candied orange and sweet chocolate-covered cherries. 60% corn, 20% wheat, 10% rye, 10% barley.",Jeffery Lindenmuth,Spring 2017
85,The Cooper’s Croze,43.0,Irish Blended Whiskey,70,"Master cooper Ger Buckley has the most significant job at Midleton. Named after the croze that he uses to cut the groove for the cask head, these older-aged whiskeys give his rendition a broad back of toasted oak, vanilla pods, and cracker bread, with dark sultanas from the <i>oloroso</i> sherry casks. This has a richer, warm, glossier mouthfeel, showing toffee, vanilla, lump charcoal, and black fruits. A shadow of bitter oak creeps in toward the dying moments.",Jonny McCormick,Winter 2016
